creationDate,cumulative_value
2024-03-05 16:36:10+01:00,385.71530000000007
2024-03-05 16:58:45+01:00,3.2032100000000003
2024-03-06 07:55:00+01:00,82.85900000000001
2024-03-06 08:13:32+01:00,181.811
2024-03-06 08:25:00+01:00,5.644
2024-03-06 08:31:12+01:00,157.4971
2024-03-06 09:22:20+01:00,1120.105
2024-03-06 09:46:57+01:00,17.2
2024-03-06 09:56:05+01:00,894.0645
2024-03-06 10:10:36+01:00,519.3779999999999
2024-03-06 10:21:11+01:00,51.74
2024-03-06 10:28:43+01:00,58.185500000000005
2024-03-06 10:37:58+01:00,277.588
2024-03-06 10:42:24+01:00,971.0670000000003
2024-03-06 11:02:35+01:00,226.91
2024-03-06 11:08:30+01:00,244.637
2024-03-06 11:32:31+01:00,121.0415
2024-03-06 11:37:50+01:00,438.3435
2024-03-06 11:52:37+01:00,38.4
2024-03-06 11:59:17+01:00,54.690000000000005
2024-03-06 12:05:53+01:00,28.2
2024-03-06 12:10:26+01:00,212.36130000000003
2024-03-06 12:23:59+01:00,88.74
2024-03-06 12:34:06+01:00,2258.621599999998
2024-03-06 13:23:46+01:00,51.6095
2024-03-06 13:36:02+01:00,46.3675
2024-03-06 13:58:09+01:00,12.699
2024-03-06 14:08:21+01:00,1709.2461
2024-03-06 14:41:37+01:00,100.03649999999999
2024-03-06 14:55:36+01:00,1128.3142000000003
2024-03-06 15:12:09+01:00,408.19
2024-03-06 15:21:39+01:00,10.5825
2024-03-06 15:40:49+01:00,9.68
2024-03-07 09:08:27+01:00,147.06
2024-03-07 09:18:21+01:00,1099.9795
2024-03-07 09:37:45+01:00,209.59
2024-03-07 09:48:15+01:00,98.30699999999999
2024-03-07 09:58:53+01:00,885.1992999999997
2024-03-07 10:14:28+01:00,392.31
2024-03-07 10:20:23+01:00,871.1099999999999
2024-03-07 10:39:19+01:00,33.92
2024-03-07 10:43:37+01:00,797.185
2024-03-07 10:56:34+01:00,13.277000000000001
2024-03-07 11:05:10+01:00,473.1105
2024-03-07 11:16:35+01:00,448.01599999999996
2024-03-07 11:28:45+01:00,79.329
2024-03-07 11:31:56+01:00,70.93
2024-03-07 11:50:28+01:00,1.411
2024-03-07 13:58:32+01:00,761.9305000000002
2024-03-07 14:12:35+01:00,316.93
2024-03-07 14:33:17+01:00,290.682
2024-03-07 14:45:01+01:00,259.921
2024-03-07 14:56:50+01:00,80.24849999999999
2024-03-07 15:11:01+01:00,306.932
2024-03-07 15:21:29+01:00,235.12820000000005
2024-03-07 15:30:35+01:00,9.877
2024-03-07 15:35:15+01:00,91.66000000000001
2024-03-07 15:41:12+01:00,723.1994000000003
2024-03-07 15:53:14+01:00,1466.197500000001
2024-03-07 16:16:57+01:00,206.55500000000004
2024-03-08 09:05:31+01:00,19.754
2024-03-08 09:18:15+01:00,30.0495
2024-03-08 09:30:37+01:00,7.055
2024-03-08 09:57:26+01:00,11.993500000000001
2024-03-08 10:10:17+01:00,8.466
2024-03-08 10:39:17+01:00,92.5545
2024-03-08 11:05:12+01:00,18.08
2024-03-08 11:21:26+01:00,613.5825000000001
2024-03-08 11:35:22+01:00,350.582
2024-03-08 11:49:17+01:00,8.514000000000001
2024-03-08 12:13:09+01:00,27.959999999999997
2024-03-08 12:31:37+01:00,190.049
2024-03-08 13:28:20+01:00,110.596
2024-03-11 08:41:45+01:00,21.8705
2024-03-11 08:54:00+01:00,8.65
2024-03-11 09:10:25+01:00,14.8155
2024-03-11 09:25:47+01:00,82.157
2024-03-11 09:31:15+01:00,99.62
2024-03-11 09:38:09+01:00,60.8315
2024-03-11 09:41:24+01:00,316.25749999999994
2024-03-11 09:51:58+01:00,308.29
2024-03-11 10:02:16+01:00,84.81
2024-03-11 10:07:52+01:00,87.1295
2024-03-11 10:12:31+01:00,22.56
2024-03-11 10:26:17+01:00,28.816000000000003
2024-03-11 10:29:40+01:00,25.398000337794
2024-03-11 10:38:12+01:00,209.25
2024-03-11 10:43:08+01:00,75.1195
2024-03-11 10:48:27+01:00,38.940000000000005
2024-03-11 10:53:41+01:00,69.8553
2024-03-11 11:06:23+01:00,104.16300000000001
2024-03-11 11:10:39+01:00,819.0954999999999
2024-03-11 11:21:37+01:00,960.2020000000001
2024-03-11 11:29:17+01:00,1298.3599999999997
2024-03-11 11:46:11+01:00,37.962999999999994
2024-03-11 11:49:15+01:00,7.055
2024-03-11 12:01:39+01:00,46.492
2024-03-11 12:09:26+01:00,20.67
2024-03-11 12:17:15+01:00,36.686
2024-03-11 12:37:12+01:00,72.1915
2024-03-11 12:43:38+01:00,1212.4649999999995
2024-03-11 13:03:32+01:00,1196.3945000000012
2024-03-11 13:22:38+01:00,340.6255
2024-03-11 13:29:34+01:00,1481.7049999999995
2024-03-11 13:49:20+01:00,145.3
2024-03-11 13:54:02+01:00,88.9455
2024-03-11 13:58:36+01:00,5.01
2024-03-11 14:10:21+01:00,24.6925
2024-03-11 14:18:39+01:00,12.0
2024-03-11 14:25:55+01:00,2.822
2024-03-11 14:42:40+01:00,29.915299999999995
2024-03-11 15:00:37+01:00,1196.4145000000003
2024-03-11 15:18:32+01:00,320.64
2024-03-11 15:28:19+01:00,17.8615
2024-03-11 15:41:42+01:00,9.898499999999999
2024-03-11 15:54:02+01:00,16.932
2024-03-11 16:07:43+01:00,0.7055
2024-03-12 08:43:21+01:00,45.721900000000005
2024-03-12 08:58:01+01:00,26.1035
2024-03-12 09:17:09+01:00,4.9385
2024-03-12 09:39:23+01:00,28.9255
2024-03-12 09:54:47+01:00,221.909
2024-03-12 10:06:30+01:00,21.073
2024-03-12 10:11:37+01:00,7.055
2024-03-12 10:22:59+01:00,12.699
2024-03-12 10:33:59+01:00,9.1715
2024-03-12 11:07:08+01:00,21.165
2024-03-12 11:21:31+01:00,2064.8044999999997
2024-03-12 11:50:24+01:00,28.44
2024-03-12 12:00:35+01:00,25.9215
2024-03-12 12:09:19+01:00,139.65
2024-03-12 12:14:22+01:00,10.5825
2024-03-12 12:26:23+01:00,25.450899999999997
2024-03-12 12:35:21+01:00,121.073
2024-03-12 12:58:25+01:00,17.6375
2024-03-12 13:08:00+01:00,1273.1230999999998
2024-03-12 13:33:14+01:00,134.91
2024-03-12 13:36:23+01:00,44.907999999999994
2024-03-12 13:49:48+01:00,1242.0119999999993
2024-03-12 14:12:54+01:00,138.74200000000002
2024-03-12 14:30:44+01:00,13.4045
2024-03-12 15:02:47+01:00,16.8645
2024-03-12 15:12:41+01:00,60.428999999999995
2024-03-12 19:06:19+01:00,55.989999999999995
2024-03-12 19:21:09+01:00,33.04
2024-03-12 20:11:22+01:00,36.31
2024-03-12 20:38:13+01:00,42.19
2024-03-13 08:50:07+01:00,18.7713
2024-03-13 09:01:07+01:00,15.521
2024-03-13 09:11:49+01:00,86.589
2024-03-13 09:27:19+01:00,45.606500000000004
2024-03-13 09:42:30+01:00,913.5571500000002
2024-03-13 09:55:33+01:00,1438.9184999999993
2024-03-13 10:18:59+01:00,283.078
2024-03-13 10:29:49+01:00,187.3651
2024-03-13 10:51:40+01:00,725.6295000000002
2024-03-13 11:02:34+01:00,7.6499999999999995
2024-03-13 11:05:41+01:00,322.18
2024-03-13 11:16:42+01:00,132.293
2024-03-13 11:21:17+01:00,90.53999999999999
2024-03-13 11:24:43+01:00,50.4
2024-03-13 11:39:38+01:00,15.032
2024-03-13 11:47:55+01:00,27.900000000000002
2024-03-13 11:51:20+01:00,57.6175
2024-03-13 12:05:09+01:00,48.802
2024-03-13 12:11:27+01:00,600.0600000000001
2024-03-13 12:15:30+01:00,80.113
2024-03-13 12:25:48+01:00,694.111
2024-03-13 12:36:44+01:00,71.3515
2024-03-13 12:41:53+01:00,480.87799999999993
2024-03-13 12:51:16+01:00,50.090500000000006
2024-03-13 12:57:19+01:00,1581.9575000000007
2024-03-13 13:16:21+01:00,270.53349999999995
2024-03-13 13:28:02+01:00,36.705
2024-03-13 13:38:04+01:00,211.67
2024-03-13 13:42:49+01:00,238.79500000000002
2024-03-13 13:52:03+01:00,225.24
2024-03-13 14:12:41+01:00,3.5275
2024-03-13 14:27:13+01:00,50.4275
2024-03-13 14:37:56+01:00,41.864
2024-03-13 14:44:47+01:00,1726.464
2024-03-13 14:58:56+01:00,554.4885000000002
2024-03-13 15:11:07+01:00,1310.2104999999997
2024-03-13 15:29:10+01:00,439.85
2024-03-13 15:33:36+01:00,86.2375
2024-03-13 15:40:16+01:00,87.26
2024-03-13 15:46:57+01:00,83.05
2024-03-13 18:02:17+01:00,21.81
2024-03-13 18:12:50+01:00,54.449999999999996
2024-03-13 18:22:49+01:00,75.25
2024-03-13 19:23:36+01:00,87.86
2024-03-13 22:43:19+01:00,53.14
2024-03-13 22:53:26+01:00,194.72
2024-03-14 08:39:21+01:00,15.0
2024-03-14 08:50:19+01:00,39.413
2024-03-14 09:14:09+01:00,72.9481
2024-03-14 09:24:54+01:00,52.4525
2024-03-14 09:28:10+01:00,60.63
2024-03-14 09:36:14+01:00,880.1500000000001
2024-03-14 09:57:30+01:00,31.051
2024-03-14 10:06:12+01:00,32.678
2024-03-14 10:15:49+01:00,103.67999999999999
2024-03-14 10:22:37+01:00,86.7735
2024-03-14 10:48:40+01:00,783.3909999999996
2024-03-14 11:02:20+01:00,431.6095
2024-03-14 11:22:53+01:00,1014.3749999999999
2024-03-14 11:37:41+01:00,8.451
2024-03-14 11:41:19+01:00,81.91
2024-03-14 11:47:31+01:00,487.7935
2024-03-14 12:09:11+01:00,49.63999999999999
2024-03-14 12:19:41+01:00,48.669999999999995
2024-03-14 12:28:49+01:00,142.61
2024-03-14 12:41:43+01:00,190.674
2024-03-14 12:45:04+01:00,119.99
2024-03-14 12:51:50+01:00,483.4654999999999
2024-03-14 13:02:09+01:00,419.63
2024-03-14 13:15:13+01:00,121.48100000000001
2024-03-14 13:21:43+01:00,101.43
2024-03-14 13:36:50+01:00,18.159000000000002
2024-03-14 13:45:19+01:00,278.89599999999996
2024-03-14 13:58:38+01:00,54.551500000000004
2024-03-15 08:40:32+01:00,26.1
2024-03-15 09:25:36+01:00,531.2099999999998
2024-03-15 09:36:53+01:00,17.369
2024-03-15 09:46:30+01:00,314.602
2024-03-15 09:53:56+01:00,77.78
2024-03-15 10:09:28+01:00,138.27800000000002
2024-03-15 10:14:01+01:00,1592.6365
2024-03-15 10:30:05+01:00,7.055
2024-03-15 10:34:29+01:00,5.644
2024-03-15 11:16:13+01:00,1465.8052
2024-03-15 11:38:51+01:00,185.88
2024-03-15 11:45:10+01:00,135.04
2024-03-15 11:53:24+01:00,846.0187000000003
2024-03-15 12:14:08+01:00,1521.5245000000007
2024-03-15 12:45:45+01:00,146.79
2024-03-15 14:12:57+01:00,31.71
2024-03-15 14:26:31+01:00,218.442
2024-03-15 14:37:50+01:00,6.3495
2024-03-15 14:51:54+01:00,15.5005
2024-03-15 15:01:57+01:00,52.2225
2024-03-15 16:29:18+01:00,102.88
2024-03-18 08:40:36+01:00,31.649499999999996
2024-03-18 08:52:06+01:00,108.472
2024-03-18 09:28:10+01:00,227.54500000000002
2024-03-18 09:38:22+01:00,72.376
2024-03-18 09:57:24+01:00,21.165
2024-03-18 10:13:50+01:00,49.5325
2024-03-18 10:18:41+01:00,1122.349
2024-03-18 10:41:23+01:00,103.47449999999999
2024-03-18 10:55:24+01:00,621.9964999999997
2024-03-18 11:07:00+01:00,354.2625
2024-03-18 11:21:52+01:00,793.0419999999998
2024-03-18 11:33:09+01:00,488.09999999999997
2024-03-18 11:42:02+01:00,984.4814999999988
2024-03-18 12:01:57+01:00,52.839999999999996
2024-03-18 12:09:59+01:00,1128.7055000000003
2024-03-18 12:29:09+01:00,35.95
2024-03-18 12:33:38+01:00,788.2939999999999
2024-03-18 12:52:40+01:00,74.97
2024-03-18 12:59:46+01:00,50.8495
2024-03-18 13:03:17+01:00,14.74
2024-03-18 14:11:30+01:00,1967.1130000000007
2024-03-18 14:37:47+01:00,52.650000000000006
2024-03-18 14:53:56+01:00,1608.3020000000001
2024-03-18 15:18:26+01:00,258.881
2024-03-18 15:35:44+01:00,35.7316
2024-03-18 15:44:48+01:00,57.995000000000005
2024-03-18 15:50:59+01:00,883.6288000000004
2024-03-18 16:03:53+01:00,581.4399999999999
2024-03-18 16:14:32+01:00,64.05
2024-03-19 08:51:23+01:00,59.262
2024-03-19 09:03:57+01:00,5.644
2024-03-19 09:23:31+01:00,16.424
2024-03-19 09:41:23+01:00,7.7605
2024-03-19 09:51:43+01:00,110.485
2024-03-19 10:10:55+01:00,99.5211
2024-03-19 10:21:04+01:00,40.73950000000001
2024-03-19 10:29:30+01:00,225.60899999999998
2024-03-19 10:39:42+01:00,518.8642000000001
2024-03-19 10:54:22+01:00,270.09
2024-03-19 11:03:01+01:00,81.0545
2024-03-19 11:11:16+01:00,224.947
2024-03-19 11:20:37+01:00,77.39999999999999
2024-03-19 11:35:21+01:00,1.411
2024-03-19 11:54:37+01:00,824.7432000000002
2024-03-19 12:06:53+01:00,456.221
2024-03-19 12:22:26+01:00,23.664
2024-03-19 12:40:09+01:00,36.1505
2024-03-19 12:50:27+01:00,130.417
2024-03-19 12:54:39+01:00,1009.2144000000001
2024-03-19 13:10:24+01:00,372.35
2024-03-19 13:19:29+01:00,172.8
2024-03-19 13:29:48+01:00,6.3495
2024-03-19 13:46:51+01:00,2.822
2024-03-19 13:59:14+01:00,208.642
2024-03-19 14:04:56+01:00,1038.8915000000004
2024-03-19 14:22:52+01:00,295.39
2024-03-19 14:26:19+01:00,24.435
2024-03-19 14:36:21+01:00,100.175
2024-03-19 14:47:26+01:00,5.45
2024-03-20 08:44:50+01:00,12.699
2024-03-20 09:04:16+01:00,11.993500000000001
2024-03-20 09:17:28+01:00,8.466
2024-03-20 09:34:45+01:00,34.527
2024-03-20 09:59:52+01:00,15.1045
2024-03-20 10:08:55+01:00,32.44
2024-03-20 10:12:26+01:00,1361.9674999999995
2024-03-20 10:34:20+01:00,57.952999999999996
2024-03-20 11:01:31+01:00,621.7239500000001
2024-03-20 11:24:28+01:00,303.20799999999997
2024-03-20 11:37:06+01:00,11.288
2024-03-20 11:42:57+01:00,630.9035
2024-03-20 11:56:59+01:00,210.725
2024-03-20 12:08:19+01:00,86.649
2024-03-20 12:16:23+01:00,697.4930000000004
2024-03-20 12:30:08+01:00,541.7865
2024-03-20 12:37:59+01:00,4.33
2024-03-20 12:42:24+01:00,173.376
2024-03-20 12:47:46+01:00,1007.6747000000007
2024-03-20 13:02:45+01:00,303.94
2024-03-20 13:12:31+01:00,136.68099999999998
2024-03-20 13:15:47+01:00,119.01
2024-03-20 13:37:41+01:00,620.3114999999996
2024-03-20 13:49:19+01:00,456.61
2024-03-20 13:54:35+01:00,812.2809999999997
2024-03-20 14:13:46+01:00,467.28
2024-03-20 14:19:27+01:00,1371.6825
2024-03-20 14:39:38+01:00,179.01
2024-03-20 14:45:01+01:00,172.107
2024-03-20 14:51:20+01:00,23.349999999999998
2024-03-21 08:56:02+01:00,14.11
2024-03-21 09:03:19+01:00,82.4555
2024-03-21 09:10:25+01:00,779.1489999999993
2024-03-21 09:23:08+01:00,589.6
2024-03-21 09:42:33+01:00,902.4685
2024-03-21 10:03:14+01:00,111.92
2024-03-21 10:08:13+01:00,63.8865
2024-03-21 10:30:21+01:00,19.0485
2024-03-21 10:40:30+01:00,8.466
2024-03-21 10:51:03+01:00,2.822
2024-03-21 11:12:48+01:00,1439.0009999999997
2024-03-21 11:30:54+01:00,5.644
2024-03-21 11:35:18+01:00,266.3765
2024-03-21 11:41:44+01:00,8.658000000000001
2024-03-21 11:45:28+01:00,4.4
2024-03-21 11:52:17+01:00,24.6925
2024-03-21 12:16:26+01:00,115.46949999999998
2024-03-21 12:26:17+01:00,108.08000000000001
2024-03-21 12:36:30+01:00,50.7405
2024-03-21 12:41:13+01:00,8.584
2024-03-21 12:44:14+01:00,66.1265
2024-03-21 12:49:58+01:00,2.1165
2024-03-21 12:53:14+01:00,111.03
2024-03-21 13:18:52+01:00,6.3495
2024-03-21 13:22:21+01:00,167.54099999999997
2024-03-21 13:28:41+01:00,878.6809999999999
2024-03-21 13:48:26+01:00,329.48
2024-03-21 14:02:04+01:00,30.759999999999998
2024-03-21 14:05:49+01:00,754.6705000000001
2024-03-21 14:26:51+01:00,73.6
2024-03-21 14:33:09+01:00,789.0240000000001
2024-03-21 14:53:23+01:00,46.730000000000004
2024-03-21 14:56:41+01:00,87.92999999999999
2024-03-21 15:06:19+01:00,101.0695
2024-03-21 15:17:14+01:00,12.699
2024-03-21 15:31:25+01:00,40.213499999999996
2024-03-21 15:48:57+01:00,634.0615000000001
2024-03-21 16:07:04+01:00,348.28
2024-03-21 16:17:58+01:00,181.837
2024-03-21 16:42:36+01:00,117.63
2024-03-21 17:34:23+01:00,119.7
2024-03-22 09:01:49+01:00,16.09
2024-03-22 12:02:11+01:00,6.58
2024-03-22 22:02:36+01:00,4.24
2024-03-23 12:14:49+01:00,37.5
2024-03-23 17:47:38+01:00,12.9
2024-03-24 03:31:43+01:00,146.62
2024-03-24 14:43:14+01:00,72.61
2024-03-24 19:46:43+01:00,15.98
2024-03-24 21:01:38+01:00,56.480000000000004
2024-03-24 21:19:16+01:00,40.54
2024-03-24 21:31:55+01:00,4.08
2024-03-25 08:09:16+01:00,8.72
2024-03-25 08:25:22+01:00,682.55
2024-03-25 08:35:05+01:00,187.98999999999998
2024-03-25 08:45:08+01:00,252.33
2024-03-25 09:12:13+01:00,101.262
2024-03-25 09:22:56+01:00,57.7305
2024-03-25 09:33:29+01:00,31.7235
2024-03-25 09:59:00+01:00,79.93350000000001
2024-03-25 10:05:17+01:00,703.1470000000004
2024-03-25 10:19:41+01:00,457.39000000000004
2024-03-25 10:34:22+01:00,574.4995
2024-03-25 10:47:10+01:00,420.06
2024-03-25 11:01:26+01:00,202.268
2024-03-25 11:15:31+01:00,31.095000000000002
2024-03-25 11:26:47+01:00,236.428
2024-03-25 11:35:52+01:00,15.521
2024-03-25 11:41:56+01:00,756.1840999999998
2024-03-25 11:54:59+01:00,1827.5255000000016
2024-03-25 12:19:18+01:00,290.19
,
